Institute Name,Branch name,OP.open,OP.close,OPPH.open,OPPH.close,SC.open,SC.close,SCPH.open,SCPH.close,ST.open,ST.close,STPH.open,STPH.close,OBC-A.open,OBC-A.close,OBC-A(PwD).open,OBC-A(PwD).close,OBC-B.open,OBC-B.close,OBC-B(PwD).open,OBC-B(PwD).close,TFW.open,TFW.close
St. Thomas College of Engineering and Technology,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6553,9758
St. Thomas College of Engineering and Technology,Information Technology,9002,14841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Thomas College of Engineering and Technology,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6344,9867
Supreme Knowledge Foundation Group of Institutions,Civil Engineering,58645,79249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supreme Knowledge Foundation Group of Institutions,Computer Science & Engineering/ Computer Science & Technology,27785,77400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supreme Knowledge Foundation Group of Institutions,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24174,26475
Supreme Knowledge Foundation Group of Institutions,Electrical Engineering,46999,77499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supreme Knowledge Foundation Group of Institutions,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,53900,63650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supreme Knowledge Foundation Group of Institutions,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36256,36525
Surendra Institute of Engineering and Management,Civil Engineering,47674,77559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surendra Institute of Engineering and Management,Computer Science & Engineering/ Computer Science & Technology,37607,76289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surendra Institute of Engineering and Management,Electrical Engineering,65637,65637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surendra Institute of Engineering and Management,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,34824,34824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surendra Institute of Engineering and Management,Mechanical Engineering,70874,70874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swami Vivekananda Institute of Science and Technology,Civil Engineering,44053,44053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swami Vivekananda Institute of Science and Technology,Computer Science & Engineering/ Computer Science & Technology,23227,63601,0,0,65675,73945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swami Vivekananda Institute of Science and Technology,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16544,20536
Swami Vivekananda Institute of Science and Technology,Electrical & Electronics Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25010,34178
Swami Vivekananda Institute of Science and Technology,Electronics & Communication Engineering (Industry Integrated),72952,76205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swami Vivekananda Institute of Science and Technology,Electronics & Communication Engineering (Industry Integrated) (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20477,33310
Techno Engineering College - Banipur,Computer Science & Engineering/ Computer Science & Technology,12550,80140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Engineering College - Banipur,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20532,23989
Techno Engineering College - Banipur,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,21702,74383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Engineering College - Banipur,Information Technology,35824,79805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Engineering College - Banipur,Mechanical Engineering,39341,76962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno India University,Civil Engineering,10712,80262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno India University,Computer Science & Engineering/ Computer Science & Technology,3581,10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno India University,Electrical Engineering,10473,46643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno India University,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,4497,21226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno India University,Mechanical Engineering,16290,79634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - Batanagar,Civil Engineering,28737,76074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - Batanagar,Computer Science & Engineering/ Computer Science & Technology,18584,65858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - Batanagar,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11740,17076
Techno International - Batanagar,Electrical Engineering,32530,76045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - Batanagar,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,33440,77989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - Batanagar,Mechanical Engineering,68536,78653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - New Town,Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering,23454,79637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - New Town,Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19422,24423
Techno International - New Town,Civil Engineering,23975,78300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - New Town,Civil Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859,28769
Techno International - New Town,Computer Science & Engineering/ Computer Science & Technology,7524,19741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - New Town,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5358,9753
Techno International - New Town,Electrical Engineering,12851,78704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - New Town,Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19087,23917
Techno International - New Town,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,15718,39265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - New Town,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11699,16073
Techno International - New Town,Information Technology,14353,27490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - New Town,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16258,16664
Techno International - New Town,Mechanical Engineering,24707,80453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno International - New Town,Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8315,27317
Techno Main - Salt Lake,Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering,7896,17733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Main - Salt Lake,Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8118,11177
Techno Main - Salt Lake,Civil Engineering,8268,27772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Main - Salt Lake,Civil Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12227,17383
Techno Main - Salt Lake,Computer Science & Engineering/ Computer Science & Technology,1672,5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Main - Salt Lake,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823,4272
Techno Main - Salt Lake,Electrical Engineering,7371,12214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Main - Salt Lake,Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6942,8544
Techno Main - Salt Lake,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,5198,7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Main - Salt Lake,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5527,7544
Techno Main - Salt Lake,Food Technology,8761,41108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Main - Salt Lake,Food Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18186,21870
Techno Main - Salt Lake,Information Technology,5207,6952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Main - Salt Lake,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4333,5883
Techno Main - Salt Lake,Mechanical Engineering,7589,19326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Main - Salt Lake,Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9997,12369
The Neotia University,B.Pharm/Pharmaceutical Technology,28209,51672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Neotia University,Computer Science & Engineering (Cyber Security),16482,54062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Neotia University,Computer Science & Engineering (Data Analysis),32415,78842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Neotia University,Marine Engineering/Marine Technology,17417,67037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Neotia University,Mechanical Engineering -Mechatronics,51495,62091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Neotia University,Robotic Engineering,19378,61569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliah University,Civil Engineering,1284,11477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliah University,Computer Science & Engineering/ Computer Science & Technology,2657,4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliah University,Electrical Engineering,1749,9348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliah University,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,4662,7668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliah University,Mechanical Engineering,3145,9865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bidhan Chandra Krishi Viswa Vidyalaya,Agricultural Engineering,2554,5097,53972,53972,7951,13911,0,0,40202,60301,0,0,6032,7501,0,0,5133,5749,0,0,0,0
Bidhan Chandra Krishi Viswa Vidyalaya,Agricultural Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,1036
"Department Of Jute And Fibre Technology, Calcutta University",Jute & Fibre Technology,4737,19856,0,0,27932,35239,0,0,0,0,0,0,21107,27231,0,0,19993,24338,0,0,0,0
"Department Of Jute And Fibre Technology, Calcutta University",Jute & Fibre Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10931,12431
Jadavpur University,Architecture,725,1417,61552,61552,10405,14366,0,0,22069,24904,0,0,8631,32661,0,0,7217,10538,0,0,0,0
Jadavpur University,B.Pharm/Pharmaceutical Technology,951,1135,4642,6176,4386,13585,49854,49854,12166,29444,0,0,4209,5543,0,0,4214,4868,0,0,0,0
Jadavpur University,B.Pharm/Pharmaceutical Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364,2222
Jadavpur University,Chemical Engineering,383,484,31004,51552,3503,7725,0,0,24257,37798,0,0,1726,4384,0,0,1262,2726,0,0,0,0
Jadavpur University,Chemical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,1169
Jadavpur University,Civil Engineering,419,487,29435,51951,5048,9399,0,0,17091,30811,0,0,2057,5275,67841,67841,1619,3266,0,0,0,0
Jadavpur University,Civil Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,1522
Jadavpur University,Computer Science & Engineering/ Computer Science & Technology,69,107,1555,7396,333,1734,17722,17722,3132,4795,0,0,122,456,0,0,149,304,0,0,0,0
Jadavpur University,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,197
Jadavpur University,Construction Engineering,502,655,76879,76879,11463,12767,0,0,39339,50564,0,0,6992,8066,0,0,1980,3423,0,0,0,0
Jadavpur University,Construction Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,2005
Jadavpur University,Electrical Engineering,196,323,13932,25726,1166,4757,37662,37662,4931,20957,0,0,471,2588,30478,30478,507,1075,0,0,0,0
Jadavpur University,Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,640
Jadavpur University,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,110,161,10814,13849,1838,3179,27885,27885,11032,12428,0,0,585,1677,0,0,346,734,0,0,0,0
Jadavpur University,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,318
Jadavpur University,Food Technology And Bio Chemical Engineering,668,711,62209,62209,7085,13456,0,0,44644,45181,0,0,8182,8551,0,0,2825,4330,0,0,0,0
Jadavpur University,Food Technology And Bio Chemical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591,2725
Jadavpur University,Information Technology,164,183,8845,26479,2086,5005,0,0,8629,13823,0,0,592,1897,0,0,353,961,0,0,0,0
Jadavpur University,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,485
Jadavpur University,Instrumentation Engineering/Instrumentation & Electronics Engineering,188,365,35735,35735,3832,6849,0,0,25877,31715,0,0,2971,3868,0,0,1898,2075,0,0,0,0
Jadavpur University,Instrumentation Engineering/Instrumentation & Electronics Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,927
Jadavpur University,Mechanical Engineering,227,379,9676,26501,1964,5713,0,0,7897,23450,0,0,2772,4040,31731,31731,1046,1815,0,0,0,0
Jadavpur University,Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,898
Jadavpur University,Metallurgical Engineering,491,577,45127,45127,6933,9497,0,0,31895,38530,0,0,4387,6521,0,0,2806,3409,0,0,0,0
Jadavpur University,Metallurgical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,1702
Jadavpur University,Power Engineering/Power Plant Engineering,547,580,0,0,9045,11963,0,0,47072,58621,0,0,7147,7820,0,0,2914,3784,0,0,0,0
Jadavpur University,Power Engineering/Power Plant Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,1696
Jadavpur University,Printing Engineering/Printing Technology,635,684,0,0,10409,13315,0,0,66754,68363,0,0,7095,8621,0,0,2941,3687,0,0,0,0
Jadavpur University,Printing Engineering/Printing Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,2009
Jadavpur University,Production Engineering,488,602,0,0,7034,11456,0,0,48480,64230,0,0,4459,7098,0,0,2450,3630,0,0,0,0
Jadavpur University,Production Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,1515
"Kazi Nazrul University,Asansol",Metallurgical and Materials Engineering,6412,22278,0,0,32466,38473,0,0,0,0,0,0,30048,36434,0,0,22729,25207,0,0,0,0
"Kazi Nazrul University,Asansol",Mining Engineering,3637,20131,0,0,25295,36569,0,0,0,0,0,0,25448,34560,0,0,20169,23595,0,0,0,0
Maulana Abul Kalam Azad University Of Technology,Computer Science & Engineering/ Computer Science & Technology,827,2173,22720,22720,10788,12087,0,0,28932,36492,0,0,2755,6856,0,0,2795,3803,0,0,0,0
Maulana Abul Kalam Azad University Of Technology,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2843,2846
Maulana Abul Kalam Azad University Of Technology,Information Technology,2245,2887,40398,40398,12840,15984,0,0,52603,63486,0,0,7835,9166,0,0,3609,5106,0,0,0,0
Maulana Abul Kalam Azad University Of Technology,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023,3856
"University Institute Of Technology, The University of Burdwan",Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering,8345,21322,0,0,23874,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"University Institute Of Technology, The University of Burdwan",Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10311,19198
"University Institute Of Technology, The University of Burdwan",Civil Engineering,6555,18487,73752,73752,23846,32292,0,0,79366,79366,0,0,0,0,0,0,0,0,0,0,0,0
"University Institute Of Technology, The University of Burdwan",Civil Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9270,13144
"University Institute Of Technology, The University of Burdwan",Computer Science & Engineering/ Computer Science & Technology,1963,6883,0,0,17899,23273,0,0,39292,59608,0,0,0,0,0,0,0,0,0,0,0,0
"University Institute Of Technology, The University of Burdwan",Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4244,6193
"University Institute Of Technology, The University of Burdwan",Electrical Engineering,3330,14713,0,0,18793,32424,0,0,78769,78769,0,0,0,0,0,0,0,0,0,0,0,0
"University Institute Of Technology, The University of Burdwan",Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8517,11818
"University Institute Of Technology, The University of Burdwan",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,5891,13529,0,0,20742,32630,0,0,71331,78240,0,0,0,0,0,0,0,0,0,0,0,0
"University Institute Of Technology, The University of Burdwan",Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10302,11944
"University Institute Of Technology, The University of Burdwan",Information Technology,5833,11869,0,0,18936,30562,0,0,62189,78030,0,0,0,0,0,0,0,0,0,0,0,0
"University Institute Of Technology, The University of Burdwan",Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6586,12096
University Of Calcutta,Chemical Engineering,1200,2430,0,0,10104,14005,0,0,80350,80350,0,0,5411,5411,0,0,2761,2761,0,0,0,0
University Of Calcutta,Chemical Technology,2478,4506,0,0,13895,17547,0,0,0,0,0,0,5341,5341,0,0,5284,5284,0,0,0,0
University Of Calcutta,Computer Science & Engineering/ Computer Science & Technology,257,1137,0,0,3944,9386,0,0,23391,23391,0,0,4239,4239,0,0,1741,1741,0,0,0,0
University Of Calcutta,Electrical Engineering,820,1833,0,0,6094,10285,0,0,18466,18466,0,0,5294,5294,0,0,0,0,0,0,0,0
University Of Calcutta,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,1228,1772,0,0,6529,12101,0,0,33344,38880,0,0,3795,3795,0,0,2187,2187,0,0,0,0
University Of Calcutta,Information Technology,1154,1521,0,0,11837,12870,0,0,40320,40320,0,0,6277,6277,0,0,0,0,0,0,0,0
University Of Calcutta,Instrumentation Engineering/Instrumentation & Electronics Engineering,1860,2251,0,0,13012,15276,0,0,52004,52004,0,0,5557,5557,0,0,0,0,0,0,0,0
University Of Calcutta,Optics & Optoelectronics,1710,3634,0,0,13742,19938,0,0,0,0,0,0,16237,16237,0,0,0,0,0,0,0,0
University Of Calcutta,Polymer Science & Technology,2905,5087,0,0,16345,21863,0,0,0,0,0,0,9564,9564,0,0,0,0,0,0,0,0
"University Of Kalyani, Science Instrumentation Centre",Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering,2561,5805,0,0,15590,24015,0,0,41556,57628,0,0,11706,17373,0,0,6274,7919,0,0,0,0
"University Of Kalyani, Science Instrumentation Centre",Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831,2831
"University Of Kalyani, Science Instrumentation Centre",Information Technology,754,3014,0,0,14423,18334,0,0,75981,75981,0,0,9517,12165,0,0,6462,7517,0,0,0,0
"University Of Kalyani, Science Instrumentation Centre",Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4127,4127
Uttar Banga Krishi Viswa Vidyalaya,Agricultural Engineering,5189,8914,0,0,13634,17523,0,0,40316,40316,0,0,12203,13549,0,0,8994,8994,0,0,0,0
Uttar Banga Krishi Viswa Vidyalaya,Agricultural Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5998,5998
West Bengal University Of Animal & Fishery Sciences,Dairy Technology,4566,12356,0,0,14954,22928,0,0,55767,63378,0,0,16430,22318,0,0,16169,19186,0,0,0,0
